,YBR033W,YDR034C,YEL009C,YIL036W,YJL056C,YJR060W,YKL038W,YLR403W,YLR451W,YMR182C,YNL199C,YOL108C,YOR344C,YPL075W,YPL248C
YHL009W-A,0.402791787887,0.305440778924,0.137794259897,0.009216903320700002,0.43684771626100005,0.141906482927,0.050696858222699995,0.315400583459,0.21562537356,0.37598919730499997,0.0397682078237,0.142420303028,0.077038625904,0.274698542808,0.308013220729
YHL009W-B,0.402791787887,0.305440778924,0.137794259897,0.009216903320700002,0.43684771626100005,0.141906482927,0.050696858222699995,0.315400583459,0.21562537356,0.37598919730499997,0.0397682078237,0.142420303028,0.077038625904,0.274698542808,0.308013220729
YHL010C,0.7259411011110001,0.5423849954909999,0.461192170703,0.14719446264,1.8233219623900003,0.23603411838899999,0.26889919180599997,0.230185609361,1.0633713889799998,0.7416758695110001,0.245799265286,1.82626632436,0.845629540203,0.319906836635,1.7564638738299998
YHL011C,0.5915167305569999,0.276850340737,0.368285660526,0.005437804066560001,0.11836142692099999,0.0251714074978,0.0375025090427,0.24708760481999997,0.144440767545,0.7379598029250001,0.284097283729,0.119076120781,0.21697603333,0.0627478596981,0.20033211074700003
YHL012W,0.0898336240967,0.376547289953,0.028445213092099995,0.11253037478599999,0.20677507979499998,0.5391038175280001,0.0944298462425,0.24258326593,0.0479090120485,2.3839241028,0.078709577207,1.1284298906999999,0.129586908832,0.133602212084,0.520423762917
YHL013C,0.0898336240967,0.376547289953,0.028445213092099995,0.11253037478599999,0.20677507979499998,0.5391038175280001,0.0944298462425,0.24258326593,0.0479090120485,2.3839241028,0.078709577207,1.1284298906999999,0.129586908832,0.133602212084,0.520423762917
YHL014C,0.408131730448,0.627332989448,0.796244990919,0.288307812734,1.30372096436,0.382894418116,0.414269143512,0.983589266575,0.218779083458,0.456026358517,0.392387027338,2.24723676703,0.45578005171700003,0.460023739818,0.393170429669
YHL015W,0.262227101688,0.42635258912100005,0.0748579739415,0.012610915440700001,0.555215894621,0.186559706753,0.067540769085,0.171615104194,0.197299129061,0.178111758954,0.11016206857699999,1.27384162351,0.04553459453480001,0.0488418590596,0.0207720680323
YHL015W-A,1.00941234111,0.45586253250799996,3.68359430539,0.018169779634200002,0.337899730629,0.0493287055628,0.182210419442,0.20728520698,0.173436051406,0.14626148318499999,0.253338157522,0.34028340625200004,0.302398251244,0.059012618808199996,0.07000964601580001
YHL016C,1.00941234111,0.45586253250799996,3.68359430539,0.018169779634200002,0.337899730629,0.0493287055628,0.182210419442,0.20728520698,0.173436051406,0.14626148318499999,0.253338157522,0.34028340625200004,0.302398251244,0.059012618808199996,0.07000964601580001
YHL017W,0.0898336240967,0.376547289953,0.118200027454,0.0267831699356,0.20677507979499998,0.0724534997687,0.313775634866,0.24258326593,0.00948474707537,0.315301336615,0.27056650980999997,0.598150680819,0.129586908832,0.133602212084,0.246612051932
YHL018W,0.0256297563722,0.251764502056,0.150874141269,0.00321392858826,0.32701892435400004,0.0178634710339,0.27946503431999997,0.0751997824838,0.0439242193575,0.37598919730499997,0.020538515953,0.100007050336,0.0469234397406,0.049315900454400007,0.308013220729
YHL019C,0.0256297563722,0.251764502056,0.150874141269,0.00321392858826,0.32701892435400004,0.0178634710339,0.27946503431999997,0.0751997824838,0.0439242193575,0.37598919730499997,0.020538515953,0.100007050336,0.0469234397406,0.049315900454400007,0.308013220729
YHL019W-A,0.17928216264400001,0.305440778924,0.483354327815,0.009216903320700002,0.14165073551899998,0.141906482927,0.050696858222699995,0.57534786648,0.21562537356,0.148719985445,0.0397682078237,6.007693940219999,0.265886297795,0.08019020918,0.647986290302
YHL020C,0.17928216264400001,0.305440778924,0.483354327815,0.009216903320700002,0.14165073551899998,0.141906482927,0.050696858222699995,0.57534786648,0.21562537356,0.148719985445,0.0397682078237,6.007693940219999,0.265886297795,0.08019020918,0.647986290302
YHL021C,0.0661261402351,0.20986965244199998,0.07945760808789999,0.0011257410871600001,0.070698515063,0.046106049732400005,0.015483067216900001,0.11936876498400001,0.0164093948056,1.4301385322100002,0.0107207771446,0.532934637426,0.028968358684200002,0.0307441899394,0.0944980573657
YHL022C,0.39586994314999996,0.421624925735,0.182661142307,0.04620782587069999,0.25332025215500004,0.342033940175,0.13091842339,0.100579166284,0.0880940519919,0.456026358517,0.731460155228,0.707248498179,0.17070561106600002,0.175144856678,0.393170429669
YHL023C,1.5498282995500001,0.376547289953,0.8360007955169999,0.11253037478599999,1.12504061396,0.0724534997687,0.0944298462425,1.8583254921599999,0.0479090120485,0.229027445683,0.570855602204,1.76823623762,1.9016400938900002,0.133602212084,0.164416974301
YHL024W,0.231653634721,0.897788393029,0.9448886021969999,1.27046674577,0.980361131727,0.18890212368700002,0.520796862459,3.8958085733599996,0.31911312378,0.736844575109,0.783826702201,0.17132270995700002,1.1142973567899999,0.103088037918,0.872986278562
YHL025W,0.00203024583049,0.38259611064800003,0.000575618444965,2.85103329517e-05,0.135524543788,0.00295039301491,0.0233075634581,0.121502748653,0.0154092539795,0.055475186852,0.0120518756023,0.42401478554300004,0.0099045709715,0.0324538326545,0.13596680701
YHL026C,0.00203024583049,0.38259611064800003,0.000575618444965,2.85103329517e-05,0.135524543788,0.00295039301491,0.0233075634581,0.121502748653,0.0154092539795,0.055475186852,0.0120518756023,0.42401478554300004,0.0099045709715,0.0324538326545,0.13596680701
